benchmark	model_s	model_t	metric	statistic	n_observations	expected_observations	observation_coverage	n_prompts	expected_prompts	prompt_coverage	f_point	f_lo	f_hi	cohort	pair_population	pregrouper	scope	requested_scope	resolved_scope	contrast	requested_contrast	resolved_source_contrast	resolved_target_contrast	readout_contrast	availability_status	unavailable_reason	aggregation	source_num_blocks	target_num_blocks	relative_depth_index	relative_depth	relative_depth_grid_size	depth_alignment	embedding_slot_included
boolq	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	F_pred	pearson_r	3270	3270	1.0	3270	3270	1.0	-0.08123149242501909	-0.1203551972515148	-0.04169713178314444	open	open_open	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	24	48	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	F_pred	pearson_r2	3270	3270	1.0	3270	3270	1.0	0.0065985553615959345	0.0017386567621410689	0.014485373560335267	open	open_open	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	24	48	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-3b-instruct	llama-3.1-8b-instruct	F_pred	spearman	3270	3270	1.0	3270	3270	1.0	-0.113739461908636	-0.14775241622935115	-0.07955856210777709	open	open_open	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	36	32	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-3b-instruct	llama-3.1-8b-instruct	F_pred	pearson_r	3270	3270	1.0	3270	3270	1.0	-0.10965535651196351	-0.14417976562585452	-0.07472312454014089	open	open_open	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	36	32	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-3b-instruct	llama-3.1-8b-instruct	F_pred	pearson_r2	3270	3270	1.0	3270	3270	1.0	0.012024297211765818	0.005583556951586258	0.020787809430718916	open	open_open	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	36	32	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-3b-instruct	qwen2.5-7b-instruct	F_pred	spearman	3270	3270	1.0	3270	3270	1.0	0.09072066247580425	0.05608559497478836	0.12403136785065176	open	open_open	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	36	28	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-3b-instruct	qwen2.5-7b-instruct	F_pred	pearson_r	3270	3270	1.0	3270	3270	1.0	0.09611844799497712	0.05974731705761367	0.1303619530742368	open	open_open	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	36	28	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-3b-instruct	qwen2.5-7b-instruct	F_pred	pearson_r2	3270	3270	1.0	3270	3270	1.0	0.009238756044963123	0.0035697421239542864	0.01699423936885694	open	open_open	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	36	28	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-3b-instruct	qwen2.5-14b-instruct	F_pred	spearman	3270	3270	1.0	3270	3270	1.0	-0.1415854871055403	-0.17696336684419833	-0.10892602095313324	open	open_open	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	36	48	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-3b-instruct	qwen2.5-14b-instruct	F_pred	pearson_r	3270	3270	1.0	3270	3270	1.0	-0.15236891252073678	-0.18827997155586826	-0.11734574615294875	open	open_open	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	36	48	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-3b-instruct	qwen2.5-14b-instruct	F_pred	pearson_r2	3270	3270	1.0	3270	3270	1.0	0.023216285502751937	0.013770026333196522	0.03544934769436391	open	open_open	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	36	48	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	llama-3.1-8b-instruct	qwen2.5-7b-instruct	F_pred	spearman	3270	3270	1.0	3270	3270	1.0	-0.04190842656565935	-0.07442868203567997	-0.006410398962366592	open	open_open	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	32	28	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	llama-3.1-8b-instruct	qwen2.5-7b-instruct	F_pred	pearson_r	3270	3270	1.0	3270	3270	1.0	-0.06472599004321776	-0.10087049071123337	-0.028718809342897788	open	open_open	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	32	28	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	llama-3.1-8b-instruct	qwen2.5-7b-instruct	F_pred	pearson_r2	3270	3270	1.0	3270	3270	1.0	0.004189453787074725	0.0008247700193068012	0.010174856501267386	open	open_open	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	32	28	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	llama-3.1-8b-instruct	qwen2.5-14b-instruct	F_pred	spearman	3270	3270	1.0	3270	3270	1.0	-0.14424951346265136	-0.17879653324531333	-0.11076932214561959	open	open_open	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	32	48	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	llama-3.1-8b-instruct	qwen2.5-14b-instruct	F_pred	pearson_r	3270	3270	1.0	3270	3270	1.0	-0.17543225791201994	-0.2096668393476586	-0.13788188685723576	open	open_open	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	32	48	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	llama-3.1-8b-instruct	qwen2.5-14b-instruct	F_pred	pearson_r2	3270	3270	1.0	3270	3270	1.0	0.030776477116109483	0.01901142752273958	0.04396018523086844	open	open_open	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	32	48	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-7b-instruct	qwen2.5-14b-instruct	F_pred	spearman	3270	3270	1.0	3270	3270	1.0	-0.036628176427601036	-0.07071161435192466	-0.0044946687101960325	open	open_open	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	28	48	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-7b-instruct	qwen2.5-14b-instruct	F_pred	pearson_r	3270	3270	1.0	3270	3270	1.0	-0.067422794326751	-0.10207283437235384	-0.033545143370447957	open	open_open	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	28	48	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-7b-instruct	qwen2.5-14b-instruct	F_pred	pearson_r2	3270	3270	1.0	3270	3270	1.0	0.004545833194827366	0.0011252832160183741	0.010418863937666147	open	open_open	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	28	48	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	F_attr	spearman	17706	17706	1.0	3270	3270	1.0	-0.22240467625621282	-0.23578683489525387	-0.20859672594278406	open	open_open	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	24	36	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	F_attr	pearson_r	17706	17706	1.0	3270	3270	1.0	-0.41615021095227755	-0.432248878075143	-0.4000668915204711	open	open_open	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	24	36	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	F_attr	pearson_r2	17706	17706	1.0	3270	3270	1.0	0.17318099807562512	0.160053520869701	0.18683909289794295	open	open_open	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	24	36	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	F_attr	spearman	17706	17706	1.0	3270	3270	1.0	-0.2675334578962908	-0.2820591423016931	-0.25275421860105474	open	open_open	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	24	32	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	F_attr	pearson_r	17706	17706	1.0	3270	3270	1.0	-0.3404510806784635	-0.35446259223568966	-0.3279377118512857	open	open_open	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	24	32	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	F_attr	pearson_r2	17706	17706	1.0	3270	3270	1.0	0.11590693833513369	0.10754314288877947	0.1256437292991555	open	open_open	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	24	32	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	F_attr	spearman	17706	17706	1.0	3270	3270	1.0	0.259832271384411	0.24555204977421294	0.27474305061540616	open	open_open	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	24	28	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	F_attr	pearson_r	17706	17706	1.0	3270	3270	1.0	0.11483184768640531	0.10289978095004561	0.12893245162194564	open	open_open	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	24	28	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	F_attr	pearson_r2	17706	17706	1.0	3270	3270	1.0	0.013186353243073788	0.010588364995490412	0.016623589855086895	open	open_open	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	24	28	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	F_attr	spearman	17706	17706	1.0	3270	3270	1.0	-0.4553477493511117	-0.46689091027455615	-0.44324164224385615	open	open_open	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	24	48	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	F_attr	pearson_r	17706	17706	1.0	3270	3270	1.0	-0.572525792761936	-0.5855222397761263	-0.5583677782992403	open	open_open	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	24	48	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	F_attr	pearson_r2	17706	17706	1.0	3270	3270	1.0	0.3277857833776833	0.3117745759055971	0.3428362933152755	open	open_open	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	24	48	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-3b-instruct	llama-3.1-8b-instruct	F_attr	spearman	17706	17706	1.0	3270	3270	1.0	0.2683804776145373	0.25367375933395236	0.2819653674134087	open	open_open	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	36	32	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-3b-instruct	llama-3.1-8b-instruct	F_attr	pearson_r	17706	17706	1.0	3270	3270	1.0	0.2733315870940636	0.2585611563292111	0.2862953051434081	open	open_open	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	36	32	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-3b-instruct	llama-3.1-8b-instruct	F_attr	pearson_r2	17706	17706	1.0	3270	3270	1.0	0.07471015650335966	0.06685387188121517	0.08196500176072236	open	open_open	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	36	32	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-3b-instruct	qwen2.5-7b-instruct	F_attr	spearman	17706	17706	1.0	3270	3270	1.0	-0.1891646061708828	-0.20490447620955957	-0.17414726110094494	open	open_open	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	36	28	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-3b-instruct	qwen2.5-7b-instruct	F_attr	pearson_r	17706	17706	1.0	3270	3270	1.0	-0.06318497283568719	-0.07736990902006045	-0.04972507000218885	open	open_open	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	36	28	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-3b-instruct	qwen2.5-7b-instruct	F_attr	pearson_r2	17706	17706	1.0	3270	3270	1.0	0.003992340792246528	0.0024725825889118	0.005986104198847958	open	open_open	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	36	28	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-3b-instruct	qwen2.5-14b-instruct	F_attr	spearman	17706	17706	1.0	3270	3270	1.0	0.29665612935101876	0.28343972279653235	0.3103931985960011	open	open_open	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	36	48	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-3b-instruct	qwen2.5-14b-instruct	F_attr	pearson_r	17706	17706	1.0	3270	3270	1.0	0.38776614238908264	0.36958036448124043	0.4045199028827643	open	open_open	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	36	48	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-3b-instruct	qwen2.5-14b-instruct	F_attr	pearson_r2	17706	17706	1.0	3270	3270	1.0	0.1503625811833103	0.13658964587370226	0.16363635255236902	open	open_open	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	36	48	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	llama-3.1-8b-instruct	qwen2.5-7b-instruct	F_attr	spearman	17706	17706	1.0	3270	3270	1.0	-0.5510845311353866	-0.5612622048357565	-0.5398451429879841	open	open_open	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	32	28	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	llama-3.1-8b-instruct	qwen2.5-7b-instruct	F_attr	pearson_r	17706	17706	1.0	3270	3270	1.0	-0.6097585944597526	-0.6187080247090067	-0.6001560429278041	open	open_open	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	32	28	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	llama-3.1-8b-instruct	qwen2.5-7b-instruct	F_attr	pearson_r2	17706	17706	1.0	3270	3270	1.0	0.371805543517533	0.36018727609835227	0.38279962118190874	open	open_open	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	32	28	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	llama-3.1-8b-instruct	qwen2.5-14b-instruct	F_attr	spearman	17706	17706	1.0	3270	3270	1.0	-0.02445491582056841	-0.03523586919630192	-0.01330306659825905	open	open_open	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	32	48	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	llama-3.1-8b-instruct	qwen2.5-14b-instruct	F_attr	pearson_r	17706	17706	1.0	3270	3270	1.0	0.07059333400807868	0.055733336532379094	0.08580201555164627	open	open_open	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	32	48	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	llama-3.1-8b-instruct	qwen2.5-14b-instruct	F_attr	pearson_r2	17706	17706	1.0	3270	3270	1.0	0.004983418806376158	0.0031062049486023265	0.007361986230213175	open	open_open	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	32	48	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-7b-instruct	qwen2.5-14b-instruct	F_attr	spearman	17706	17706	1.0	3270	3270	1.0	0.028889175087455247	0.015992488555748044	0.043456648515317275	open	open_open	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	28	48	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-7b-instruct	qwen2.5-14b-instruct	F_attr	pearson_r	17706	17706	1.0	3270	3270	1.0	0.23632287449096345	0.22220390567670123	0.2507734784536424	open	open_open	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	28	48	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-7b-instruct	qwen2.5-14b-instruct	F_attr	pearson_r2	17706	17706	1.0	3270	3270	1.0	0.055848501007671664	0.04937457713035884	0.06288734420634934	open	open_open	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	28	48	0	0.0	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	F_pred	spearman	3270	3270	1.0	3270	3270	1.0	-0.06431503611145124	-0.1005757866112011	-0.02929824880934538	open	open_open	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	24	36	1	0.05	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	F_pred	pearson_r	3270	3270	1.0	3270	3270	1.0	-0.05411830540449378	-0.09071655315792977	-0.018153632813667886	open	open_open	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	24	36	1	0.05	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	F_pred	pearson_r2	3270	3270	1.0	3270	3270	1.0	0.0029287909798540604	0.0003295543886222594	0.008229493017050445	open	open_open	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	24	36	1	0.05	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	F_pred	spearman	3270	3270	1.0	3270	3270	1.0	-0.0193728585843265	-0.05073894957548105	0.01719013572611367	open	open_open	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	24	32	1	0.05	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	F_pred	pearson_r	3270	3270	1.0	3270	3270	1.0	-0.010336063818409983	-0.03984576723306201	0.0264586458049033	open	open_open	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	24	32	1	0.05	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	F_pred	pearson_r2	3270	3270	1.0	3270	3270	1.0	0.00010683421525824397	5.798183548128289e-07	0.0016586648218929313	open	open_open	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	24	32	1	0.05	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	F_pred	spearman	3270	3270	1.0	3270	3270	1.0	-0.07357037566685808	-0.109288618141778	-0.04045622017301408	open	open_open	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	24	28	1	0.05	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	F_pred	pearson_r	3270	3270	1.0	3270	3270	1.0	-0.07698371536783938	-0.111609901309684	-0.04426706926982535	open	open_open	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	24	28	1	0.05	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	F_pred	pearson_r2	3270	3270	1.0	3270	3270	1.0	0.005926492431836509	0.0019595785812523167	0.01245677977599256	open	open_open	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	24	28	1	0.05	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	F_pred	spearman	3270	3270	1.0	3270	3270	1.0	0.11580546194786659	0.08272769654523013	0.14980222659276496	open	open_open	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	24	48	1	0.05	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	F_pred	pearson_r	3270	3270	1.0	3270	3270	1.0	0.11542789966030569	0.08206226408047586	0.1501494076687318	open	open_open	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	24	48	1	0.05	21	linear_interpolation_block_outputs_only	False
boolq	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	F_pred	pearson_r2	3270	3270	1.0	3270	3270	1.0	0.013323600019989598	0.0067342336078056	0.02254485362333257	open	open_open	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		row_pooled	24	48	1	0.05	21	linear_interpolation_block_outputs_only	False
